Identifiant,URL,Titre,Description,Description longue,Détail des conditions,Mots clés,Dernière mise à jour,Résumé horaires,Première date - Début,Première date - Fin,Dernière date - Début,Dernière date - Fin,Code d'accessibilité,Accessibilité,Identifiant du lieu,Coordonnées géographiques,Nom du lieu,Adresse,Arrondissement,Code INSEE,Code postal,Ville,Région,Département,Pays,Site web du lieu,Liens du lieu,Tags du lieu,Description du lieu,Accès / Itinéraire,Lien d'accès en ligne,Age minimum,Age maximum,Agenda d'origine (titre),Agenda d'origine (uid),Catégorie,Nom du pays
47961717,https://openagenda.com/jep/events/visites-en-famille-des-archives-de-rennes,Visites en famille des Archives de Rennes,\- Visite guidée du bâtiment -,- Visite guidée du bâtiment -<br>Venez visiter les Archives de Rennes accompagnés de vos enfants (6-12 ans). Découvrez les espaces habituellement inaccessibles au public et remontez le temps grâce aux archives !,"Réservation obligatoire sur place, dans la limite des places disponibles.",,2025-07-25T07:05:28+00:00,"Dimanche 21 septembre, 11h00, 14h30",2025-09-21T09:00:00+00:00,2025-09-21T10:00:00+00:00,2025-09-21T12:30:00+00:00,2025-09-21T13:30:00+00:00,mi,handicap moteur,76399901,"48.119676, -1.671044",Archives municipales,"18 Avenue Jules Ferry, 35700 Rennes, France",Thabor - Saint-Hélier - Alphonse Guérin,35238,35700,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.archives.rennes.fr,https://twitter.com/ArchivesRennes,Archives,,Privilégiez les mobilités douces pour vous déplacer jusqu'aux Archives de Rennes.,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
75129104,https://openagenda.com/jep/events/larbre-photographique,L'arbre photographique,\- Atelier famille (à partir de 8 ans) -,"- Atelier famille (à partir de 8 ans) -<br>Venez, en famille, réaliser un arbre généalogique imaginaire ! Cet atelier ludique vous permettra de manipuler des photographies originales du 19e siècle à nos jours, d'en découvrir les procédés techniques utilisés au cours du temps et d'imaginer des histoires de famille derrière les images …","Réservations obligatoires sur place, dans la limite des places disponibles.",,2025-07-25T07:05:28+00:00,"Dimanche 21 septembre, 11h00, 14h30",2025-09-21T09:00:00+00:00,2025-09-21T10:30:00+00:00,2025-09-21T12:30:00+00:00,2025-09-21T14:00:00+00:00,mi,handicap moteur,76399901,"48.119676, -1.671044",Archives municipales,"18 Avenue Jules Ferry, 35700 Rennes, France",Thabor - Saint-Hélier - Alphonse Guérin,35238,35700,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.archives.rennes.fr,https://twitter.com/ArchivesRennes,Archives,,Privilégiez les mobilités douces pour vous déplacer jusqu'aux Archives de Rennes.,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
76936029,https://openagenda.com/jep/events/exposition-la-vie-quotidienne-des-prisonniers-de-guerre-francais-en-allemagne,Exposition « La vie quotidienne des prisonniers de guerre français en Allemagne »,"Dans le cadre de leur programmation consacrée à la mémoire de l’année 1945 et de la libération des camps, labellisée « Mission Libération », les Archives départementales d’Ille-et-Vilaine accueillent…","Dans le cadre de leur programmation consacrée à la mémoire de l’année 1945 et de la libération des camps, labellisée « Mission Libération », les Archives départementales d’Ille-et-Vilaine accueillent l’exposition de l’association des descendants des anciens prisonniers de guerre des Stalags IX A, IX B, IX C et du Mémorial et Musée de Trutzhain, en partenariat avec l’ONaCVG.<br>La captivité de plus de 1 600 000 soldats français en Allemagne pendant la Seconde Guerre mondiale est largement méconnue. L’exposition fait connaître la réalité de cette captivité, en s’appuyant sur l’histoire du Stalag IX A Ziegenhain et sur la vie quotidienne des prisonniers dans ce Stalag et dans ses commandos de travail.<br>Plusieurs objets enrichissent l’exposition et un petit questionnaire est proposé aux plus jeunes.","Tout public – Salle de lecture /
L’exposition sera visible du 15 au 30 septembre aux Archives départementales d’Ille-et-Vilaine",,2025-07-25T08:58:07+00:00,20 et 21 septembre,2025-09-20T11:30:00+00:00,2025-09-20T16:00:00+00:00,2025-09-21T11:30:00+00:00,2025-09-21T16:00:00+00:00,,,78599250,"48.128973, -1.693851",Archives départementales d'Ille et Vilaine,"1 Rue Jacques Léonard, 35000 Rennes, France",Quartiers Nord-Ouest,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://archives.ille-et-vilaine.fr,https://www.facebook.com/archives35/,Archives,,,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
79851290,https://openagenda.com/jep/events/les-cloches,Conférence - Les cloches de l'église,Les cloches de l’église,"<strong>Les cloches de l’église</strong><br>Vincent Crochu, présente son travail campanaire : le recensement des cloches des églises d'Ille et Vilaine et plus particulièrement celle de l'église Saint-Pierre et Saint Paul de Vezin le Coquet.<br>Inscrit à l’université Paris-Nanterre en 1re année de licence d’histoire de l’art, il suit cet enseignement à distance.<br>""Je travaille dans le patrimoine religieux. Ma sensibilité pour le son des cloches vient de l’enfance, dès mes trois ans. J’ai gardé cela en moi au cours de ma jeunesse et ma passion pour l’étude des cloches et des carillons que l’on appelle campanologie, a vraiment démarré fin 2012, pour enfin effectuer mes premiers inventaires de clochers début 2015."" Pour réaliser son inventaire, il relève toutes les inscriptions à la surface des cloches, dont la date de fabrication, les noms de baptême, ceux des donateurs (parrain, marraine), des élus et du clergé de l’époque, du fondeur… Il mesure également le diamètre et l’épaisseur de la cloche, ce qui donne une idée du poids en fonction de la composition du métal.<br>Pour compléter l’étude, des enregistrements audios et vidéos sont réalisés à l’intérieur du clocher. 
<ul>
<li><em>RDV : Salle Mosaique à la Médiathèque du Tempo.</em></li>
</ul>",,,2025-08-07T22:03:49+00:00,"Samedi 20 septembre, 11h00",2025-09-20T09:00:00+00:00,2025-09-20T10:00:00+00:00,2025-09-20T09:00:00+00:00,2025-09-20T10:00:00+00:00,,,28820256,"48.118145, -1.756502",Médiathèque municipale,11 Contour de l'église 35132 Vezin-le-Coquet,,35353,35132,Vezin-le-Coquet,Bretagne,Ille-et-Vilaine,FR,https://mediatheque.vezinlecoquet.fr/,,,,,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
71599290,https://openagenda.com/jep/events/visite-des-reserves-de-la-bibliotheque-6469260,Visite des réserves de la bibliothèque,La Bibliothèque ouvre exceptionnellement les portes de ses réserves et  vous invite au cœur des collections patrimoniales.,"Découverte des coulisses d’un lieu et des dessous d’un métier avec Sarah Toulouse, conservatrice du fonds patrimonial.","gratuit - Inscription sur place à la billetterie des Champs Libres, dans la limite des places disponibles",jemp,2025-08-09T05:25:56+00:00,20 et 21 septembre,2025-09-20T12:30:00+00:00,2025-09-20T13:30:00+00:00,2025-09-21T15:30:00+00:00,2025-09-21T16:30:00+00:00,mi,handicap moteur,97888086,"48.104578, -1.673943","Bibliothèque de Rennes Métropole, les Champs libres","46 Boulevard Magenta, 35000, Rennes",,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.bibliotheque.leschampslibres.fr/,https://www.facebook.com/LesChampsLibres/,"Lieu de culture, spectacles, sports et loisirs","Bibliothèque de Rennes Métropole

Structure culturelle hybride, les Champs Libres regroupent la Bibliothèque de Rennes Métropole, le Musée de Bretagne, la salle de conférences Hubert Curien et la salle d'expositions Anita Conti, et l'Espace des sciences.",gratuit,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
95202891,https://openagenda.com/jep/events/visite-des-reserves-du-musee-de-bretagne-3118958,Visite des réserves du Musée de Bretagne,Le Musée de Bretagne ouvre exceptionnellement les portes de ses réserves et vous invite à découvrir les coulisses des collections.,"Près d’un million d’objets et de documents sont conservés dans les réserves du musée. De la réserve des textiles aux arts graphiques, en passant par la photographie, découvrez ces espaces habituellement fermés au public.","gratuit - Inscription sur place à la billetterie des Champs Libres, dans la limite des places disponibles",jemp,2025-08-09T05:25:59+00:00,"Dimanche 21 septembre, 14h15, 15h45, 17h15",2025-09-21T12:15:00+00:00,2025-09-21T13:15:00+00:00,2025-09-21T15:15:00+00:00,2025-09-21T16:15:00+00:00,mi,handicap moteur,31093505,"48.105313, -1.674877",Les champs Libres,"10 Cours des Alliés, 35000 Rennes, France",Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://www.musee-bretagne.fr,https://www.facebook.com/museebretagne/;https://twitter.com/museedebretagne;https://www.instagram.com/museedebretagne/;https://www.musee-bretagne.fr/expositions-et-evenements/evenements/journees-europeennes-du-patrimoine/,Musée de France,"Le musée de Bretagne conserve des collections très diverses, qui ont comme point commun l'évocation de l'histoire de la Bretagne. Cette histoire doit s'entendre dans un sens très large, la grande histoire (événements, batailles, hommes politiques...) côtoie en permanence la petite histoire, qui évoque davantage le quotidien. Chaque domaine des collections émane et découle très directement de l'évolution du musée lui-même, selon les époques, et suivant les choix des responsables successifs, l'orientation donnée aux acquisitions a pu varier sensiblement. Toutefois, depuis la parution du premier catalogue associant dans son titre les deux termes ""archéologie"" et ""ethnographie"" (1909), la politique d'enrichissement des collections s'est fondée et développée autour de ces deux axes.",,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
73822366,https://openagenda.com/jep/events/spectacle-de-la-compagnie-lyrisme-de-rue,Spectacle de la compagnie Lyrisme de rue,Journées européennes du patrimoine 2025,"Lyrisme de rue, jeune compagnie de chanteurs lyriques et de musiciens, créée en 2020 et associée à l'Opéra de Rennes, présente en avant-première leur prochaine création dans le jardin de la direction régionale des affaires culturelles.<br>Puisant leur inspiration dans les registres mêlant opéra, opérette, comédie et poésie musicales, ils vous plongent, le temps de leur nouveau spectacle, dans un kaléidoscope de sourire et de bonne humeur.",,,2025-08-11T10:43:42+00:00,"Dimanche 21 septembre, 16h00",2025-09-21T14:00:00+00:00,2025-09-21T15:00:00+00:00,2025-09-21T14:00:00+00:00,2025-09-21T15:00:00+00:00,,,52357780,"48.111464, -1.682024",Hôtel de Blossac - Direction Régionale des Affaires Culturelles de Bretagne (DRAC),"DRAC Bretagne - 6, rue  du Chapitre CS  24405, Rennes, 35044",Quartiers Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.culture.gouv.fr/Regions/Drac-Bretagne,,"Château, hôtel urbain, palais, manoir;Monument historique","L'hôtel fut construit à compter de 1728 à la suite de l'incendie de Rennes de 1720, sur un dessin supposé de Jacques Gabriel.
Il présente une architecture classique unique en Bretagne, notamment pour sa superficie, la taille de son bâti, l'assemblage architectural de plusieurs bâtiments et son escalier d'honneur.
D'abord résidence de la famille de parlementaires La Bourdonnaye, comtes de Blossac, l'hôtel est loué de 1732 à 1789, pour devenir la résidence du gouverneur de la province de Bretagne.
Ségmenté en plusieurs logements de location de la révolution au XXème siècle, l'hôtel retrouve son intégrité à la suite de plusieurs campagnes de travaux de restauration et devient en 1977 le siège de la direction régionale des affaires culturelles de Bretagne (DRAC), service déconcentré du ministère de la culture.",,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
70153469,https://openagenda.com/jep/events/une-mine-sur-le-patrimoine-bati-les-fonds-darchitectes,Une mine sur le patrimoine bâti : les fonds d’architectes,Les Archives départementales d’Ille-et-Vilaine se sont enrichies depuis plusieurs d’années de fonds d’architectes et d’archives en lien avec l’École nationale supérieure d’architecture de Bretagne un…,"Les Archives départementales d’Ille-et-Vilaine se sont enrichies depuis plusieurs d’années de fonds d’architectes et d’archives en lien avec l’École nationale supérieure d’architecture de Bretagne (ENSAB). Venez découvrir un aperçu du patrimoine architectural de l’Ille-et-Vilaine à travers différents documents qui combinent art et science : plans, aquarelles, maquettes, carnets de croquis !<br>Les visites du bâtiment vous permettront également d’apprécier les détails architecturaux de ce grand vaisseau que sont les Archives d’Ille-et-Vilaine, œuvre des architectes Ibos et Vitart ».",Salle de lecture,,2025-07-25T08:58:07+00:00,20 et 21 septembre,2025-09-20T11:30:00+00:00,2025-09-20T16:00:00+00:00,2025-09-21T11:30:00+00:00,2025-09-21T16:00:00+00:00,,,78599250,"48.128973, -1.693851",Archives départementales d'Ille et Vilaine,"1 Rue Jacques Léonard, 35000 Rennes, France",Quartiers Nord-Ouest,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://archives.ille-et-vilaine.fr,https://www.facebook.com/archives35/,Archives,,,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
18753925,https://openagenda.com/jep/events/concert-melancholia-francois-audrain,Concert – Melancholia – François Audrain,"Né d’une résidence de création sur le site des fours à chaux de Lormandière à Chartres-de-Bretagne, avec le soutien du Département d’Ille-et-Vilaine et des Tombées de la Nuit, l’album Melancholia est…","Né d’une résidence de création sur le site des fours à chaux de Lormandière à Chartres-de-Bretagne, avec le soutien du Département d’Ille-et-Vilaine et des Tombées de la Nuit, l’album Melancholia est un hommage vibrant aux sites et aux histoires ouvrières qui habitent encore ces bâtiments et ces lieux porteurs d’une mémoire collective. De juin 2025 à octobre 2026, l’auteur-compositeur et interprète rennais entame une tournée départementale jalonnée de lieux emblématiques de la mémoire industrielle d’Ille-et-Vilaine : les carrières de granit de Louvigné du désert ou encore les mines de brais de Vieux Vy sur Couesnon. Chaque concert de la tournée est pensé comme une immersion dans la mémoire des lieux à travers une découverte du site et des actions de médiation auprès des publics. Oscillant entre chanson, trip-hop et sonorités industrielles, François Audrain pose sa voix avec douceur sur des mélodies rock aux contrastes assumés, claires et obscures à la fois. Dans une forme à la fois intimiste et puissante, Melancholia fait résonner les récits enfouis de ceux qu’on appelait les « petites gens » — ouvriers, travailleurs, figures anonymes dont les vies ont façonné notre patrimoine.<br>François Audrain : voix, guitares<br>David Euverte : claviers<br>David Monceau : samples, machines, guitare<br>Daniel Paboeuf : saxophone baryton<br>Nicolas Courret : batterie<br>Partenariats : Département d’Ille-et-Vilaine, commune de Louvigné du désert, Communauté de communes de Val d’Ille Aubigné, commune de Vieux Vy sur Couesnon. Dimanche à Rennes - Tombées de la nuit.",,,2025-07-25T07:05:53+00:00,"Dimanche 21 septembre, 17h00",2025-09-21T15:00:00+00:00,2025-09-21T16:00:00+00:00,2025-09-21T15:00:00+00:00,2025-09-21T16:00:00+00:00,,,78599250,"48.128973, -1.693851",Archives départementales d'Ille et Vilaine,"1 Rue Jacques Léonard, 35000 Rennes, France",Quartiers Nord-Ouest,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://archives.ille-et-vilaine.fr,https://www.facebook.com/archives35/,Archives,,,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
44813186,https://openagenda.com/jep/events/exposition-claude-bessou-lillusionniste,"Exposition « Claude Bessou, l’illusionniste »","Claude Bessou, scénographe réputé, a concentré son travail autour du théâtre, en particulier au sein du Centre dramatique de l’Ouest (CDO), devenu par la suite Comédie de l’Ouest où il œuvre au de Il…","Claude Bessou, scénographe réputé, a concentré son travail autour du théâtre, en particulier au sein du Centre dramatique de l’Ouest (CDO), devenu par la suite Comédie de l’Ouest où il œuvre au mouvement de démocratisation culturelle qui marque les années 1950-1970. Il y réalise de très nombreux décors de théâtre.<br>Un fonds d’archives témoignant de l’œuvre de Claude Bessou a fait l’objet d’un don aux Archives départementales en février 2025. Le fonds regroupe quarante-huit maquettes de décors de théâtre et des documents originaux (dessins, illustrations, photographies).<br>Grâce à cette exposition, vous pourrez découvrir plusieurs maquettes et dessins originaux de Claude Bessou. La donatrice, Mme Clara Bessou, commentera l’œuvre de son père et présentera l’ouvrage qu’elle lui a consacré.","Salle du service éducatif. 
L’exposition sera visible du 17 au 24 septembre, de 13h30 à 17h30.",,2025-07-25T08:58:06+00:00,20 et 21 septembre,2025-09-20T11:30:00+00:00,2025-09-20T16:00:00+00:00,2025-09-21T11:30:00+00:00,2025-09-21T16:00:00+00:00,,,78599250,"48.128973, -1.693851",Archives départementales d'Ille et Vilaine,"1 Rue Jacques Léonard, 35000 Rennes, France",Quartiers Nord-Ouest,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://archives.ille-et-vilaine.fr,https://www.facebook.com/archives35/,Archives,,,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
27559771,https://openagenda.com/jep/events/passion-mysteres-et-stromboli-visites-decalees-du-theatre-de-ladec,"Passion, mystères & Stromboli : Visites décalées du Théâtre de l'ADEC","Au 45 rue Papu, il existe depuis 1925 un lieu étonnant où l'on s'amuse, on découvre, on crée, on joue, on s'émerveille, on s'émancipe...","Au 45 rue Papu, il existe depuis 1925 un lieu étonnant où l'on s'amuse, on découvre, on crée, on joue, on s'émerveille, on s'émancipe...<br>Un lieu qui a connu plusieurs vies : salle des fêtes St Gabriel, cinéma Le Régent après guerre puis scène associative entièrement dédiée au théâtre amateur.<br>Pour les 100 ans de ce bâtiment de notre patrimoine local, témoin de la vie culturelle rennaise et du quartier Bourg l'Evêque, on vous embarque dans un parcours théâtral inédit. 
 Une création pétillante orchestrée par l'autrice et metteuse en scène Clara-Luce Pueyo (Compagnie Collector) avec un groupe amateur intergénérationnel prêt à vous dévoiler les petits secrets et la grande aventure de ce théâtre aux personnages insolites !<br><em>Organisé par l’ADEC-Maison du Théâtre Amateur, en partenariat avec les Archives municipales de Rennes et les Tombées de la Nuit dans le cadre de Dimanche à Rennes.</em>","Plusieurs départs : 14h, 15h30, 17h, 18h30 - Durée 40 minutes.",,2025-07-25T09:17:24+00:00,"Dimanche 21 septembre, 14h00",2025-09-21T12:00:00+00:00,2025-09-21T16:30:00+00:00,2025-09-21T12:00:00+00:00,2025-09-21T16:30:00+00:00,mi,handicap moteur,69238507,"48.110768, -1.69391",ADEC - Maison du théâtre amateur,"45 Rue Papu, 35000 Rennes, France",Bourg l'Évesque - La Touche - Moulin du Comte,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://adec-theatre-amateur.fr,,,"Regroupés au sein du mouvement associatif de l’A.D.E.C. (Art Dramatique Expression Culture) depuis 1970, les praticiens amateurs de théâtre ont décidé de mettre en commun des livres, du matériel, des costumes ainsi que des moyens de mettre en place des formations et des rencontres avec des professionnels, dans un esprit d’éducation populaire, de cultures partagées et d’exigence artistique. Fort de ce mouvement, l’ADEC, avec sa Maison du théâtre amateur de Rennes, s’est imposée comme le premier centre de ressources d’Ille-et-Vilaine. Composée d’un théâtre, d’une bibliothèque théâtrale de prêt et d’une équipe professionnelle, l’ADEC accompagne, développe et valorise le théâtre des amateurs sur le territoire du département et de la Bretagne. Le bâtiment moderne construit en 1925 par Gabrielle Monnier est inscrit au Patrimoine local de la Ville de Rennes. Il témoigne de 100 ans de vie culturelle : théâtre de patronage, cinéma de quartier puis lieu dédié au théâtre amateur.","Accès PMR. Transports à proximité : ligne 10, arrêt Vaneau, lignes C4, 11, 53, 54, 55, 56, arrêt Chèques Postaux, ligne C1 arrêt Horizons. Accès métro : Ligne B arrêt Mabilais (10 min à pied).",,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
75287640,https://openagenda.com/jep/events/marion-du-faouet-au-theatre,Marion du Faouët au théâtre,Une soirée à la redécouverte de notre matrimoine culturel local !,"Une soirée à la redécouverte de notre matrimoine culturel local !<br>2 août 1755, Marie-Louise Tromel, dite aussi Marie Finefont, connue sous le nom de Marion du Faouët ou la « catin aux cheveux rouges » est pendue à Quimper, place Saint-Corentin. Quels crimes a-t-elle commis ?<br>Pendant quinze ans, avec la bande de brigands de grands chemins qu'elle dirige, elle a sévi dans toute la Cornouaille: elle a volé des marchands au retour des foires, des artisans, des paysans aisés, des colporteurs. La légende en a fait un Robin-des-Bois féminin. Colette Cosnier en a fait une révoltée, une rebelle, une féministe. Car pour elle, son crime est aussi celui de la liberté et de la révolte.<br>Cette pièce de Colette Cosnier évoque la vie quotidienne au XVIIIe siècle en Bretagne et aborde les thèmes de la justice, de la liberté, de la place des femmes. 
 Colette Cosnier (La Flèche, 1936 - Rennes, 2016) est une écrivaine et professeure de littérature. Elle nous a laissé des pièces de théâtre, des romans, des essais, des biographies de femmes. En France, elle est la première à avoir, dès 1973, mis en place un cours entièrement consacré aux écrivaines à l'université Rennes 2. 
 Pour fêter la réédition de la pièce de théâtre ""Marion du Faouët, la catin aux cheveux rouges"" de Colette Cosnier aux éditions Goater, l'association Histoire du Féminisme à Rennes et l'ADEC proposent une soirée de rencontre, lectures et surprises. En présence de Brice Evain, Docteur en histoire Moderne à l'Université Rennes 2, et avec la complicité de lectrices et lecteurs amateurs ainsi que de la chorale Les Luttes Enchantées.<br><em>Organisée par l’ADEC-Maison du Théâtre Amateur en partenariat avec Histoire du Féminisme à Rennes et HF+Bretagne.</em>",,,2025-07-25T09:17:24+00:00,"Samedi 20 septembre, 18h30",2025-09-20T16:30:00+00:00,2025-09-20T18:00:00+00:00,2025-09-20T16:30:00+00:00,2025-09-20T18:00:00+00:00,mi,handicap moteur,69238507,"48.110768, -1.69391",ADEC - Maison du théâtre amateur,"45 Rue Papu, 35000 Rennes, France",Bourg l'Évesque - La Touche - Moulin du Comte,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://adec-theatre-amateur.fr,,,"Regroupés au sein du mouvement associatif de l’A.D.E.C. (Art Dramatique Expression Culture) depuis 1970, les praticiens amateurs de théâtre ont décidé de mettre en commun des livres, du matériel, des costumes ainsi que des moyens de mettre en place des formations et des rencontres avec des professionnels, dans un esprit d’éducation populaire, de cultures partagées et d’exigence artistique. Fort de ce mouvement, l’ADEC, avec sa Maison du théâtre amateur de Rennes, s’est imposée comme le premier centre de ressources d’Ille-et-Vilaine. Composée d’un théâtre, d’une bibliothèque théâtrale de prêt et d’une équipe professionnelle, l’ADEC accompagne, développe et valorise le théâtre des amateurs sur le territoire du département et de la Bretagne. Le bâtiment moderne construit en 1925 par Gabrielle Monnier est inscrit au Patrimoine local de la Ville de Rennes. Il témoigne de 100 ans de vie culturelle : théâtre de patronage, cinéma de quartier puis lieu dédié au théâtre amateur.","Accès PMR. Transports à proximité : ligne 10, arrêt Vaneau, lignes C4, 11, 53, 54, 55, 56, arrêt Chèques Postaux, ligne C1 arrêt Horizons. Accès métro : Ligne B arrêt Mabilais (10 min à pied).",,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
71723578,https://openagenda.com/jep/events/atelier-serigraphie-8748735,Atelier sérigraphie,"L'atelier du Bourg a conçu une création graphique originale, s'inspirant de la grève des sardinières de Douarnenez en 1924.",Venez-vous initier à la sérigraphie et repartez avec une création sur papier.,gratuit,jemp,2025-08-09T05:25:58+00:00,20 et 21 septembre,2025-09-20T12:30:00+00:00,2025-09-20T16:30:00+00:00,2025-09-21T12:30:00+00:00,2025-09-21T16:30:00+00:00,mi,handicap moteur,31093505,"48.105313, -1.674877",Les champs Libres,"10 Cours des Alliés, 35000 Rennes, France",Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,https://www.musee-bretagne.fr,https://www.facebook.com/museebretagne/;https://twitter.com/museedebretagne;https://www.instagram.com/museedebretagne/;https://www.musee-bretagne.fr/expositions-et-evenements/evenements/journees-europeennes-du-patrimoine/,Musée de France,"Le musée de Bretagne conserve des collections très diverses, qui ont comme point commun l'évocation de l'histoire de la Bretagne. Cette histoire doit s'entendre dans un sens très large, la grande histoire (événements, batailles, hommes politiques...) côtoie en permanence la petite histoire, qui évoque davantage le quotidien. Chaque domaine des collections émane et découle très directement de l'évolution du musée lui-même, selon les époques, et suivant les choix des responsables successifs, l'orientation donnée aux acquisitions a pu varier sensiblement. Toutefois, depuis la parution du premier catalogue associant dans son titre les deux termes ""archéologie"" et ""ethnographie"" (1909), la politique d'enrichissement des collections s'est fondée et développée autour de ces deux axes.",,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
23903992,https://openagenda.com/jep/events/la-greve-recit-spectacle-2673734,"La grève, récit spectacle","Jénovefa le Meur, fille de paysans, arrive à Douarnenez pour rejoindre le bataillon des ouvrières d’usines de sardines.","Sa vie va bientôt rencontrer la grande Histoire, celle de la grève des Penn sardin qui oppose en 1924 les sardinières aux patrons de conserverie. Un récit conté par Sabine Corre, comédienne, chanteuse et accordéoniste.","gratuit - Tickets à retirer le jour même à l'accueil du musée, dans la limite des places disponibles.",jemp,2025-08-09T05:26:03+00:00,"Dimanche 21 septembre, 15h00",2025-09-21T13:00:00+00:00,2025-09-21T14:15:00+00:00,2025-09-21T13:00:00+00:00,2025-09-21T14:15:00+00:00,mi,handicap moteur,75336838,"48.105118, -1.674703",Musée de Bretagne,"10, cours des Alliés, 35000, Rennes",,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.musee-bretagne.fr/,https://www.facebook.com/museeBZH/;https://twitter.com/museedebretagne,Urbanisme et espaces aménagés,,,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
54902711,https://openagenda.com/jep/events/2163877,Visite de l'Hôtel de Blossac,Journées européennes du patrimoine 2025,"Visites de l'Hôtel de Blossac, résidence d'une grande famille de parlementaires bretons avant de devenir la résidence du gouverneur de Bretagne. Présentation de l'histoire, de l'architecture et de la vie du bâtiment avant sa transformation en siège de la direction régionale des affaires culturelles, service du ministère de la culture en région Bretagne.",,,2025-08-11T11:43:32+00:00,20 et 21 septembre,2025-09-20T12:00:00+00:00,2025-09-20T15:30:00+00:00,2025-09-21T12:00:00+00:00,2025-09-21T15:30:00+00:00,,,52357780,"48.111464, -1.682024",Hôtel de Blossac - Direction Régionale des Affaires Culturelles de Bretagne (DRAC),"DRAC Bretagne - 6, rue  du Chapitre CS  24405, Rennes, 35044",Quartiers Centre,35238,35000,Rennes,Bretagne,Ille-et-Vilaine,FR,http://www.culture.gouv.fr/Regions/Drac-Bretagne,,"Château, hôtel urbain, palais, manoir;Monument historique","L'hôtel fut construit à compter de 1728 à la suite de l'incendie de Rennes de 1720, sur un dessin supposé de Jacques Gabriel.
Il présente une architecture classique unique en Bretagne, notamment pour sa superficie, la taille de son bâti, l'assemblage architectural de plusieurs bâtiments et son escalier d'honneur.
D'abord résidence de la famille de parlementaires La Bourdonnaye, comtes de Blossac, l'hôtel est loué de 1732 à 1789, pour devenir la résidence du gouverneur de la province de Bretagne.
Ségmenté en plusieurs logements de location de la révolution au XXème siècle, l'hôtel retrouve son intégrité à la suite de plusieurs campagnes de travaux de restauration et devient en 1977 le siège de la direction régionale des affaires culturelles de Bretagne (DRAC), service déconcentré du ministère de la culture.",,,,,Journées européennes du patrimoine 2025 : Bretagne,8474967,,France (Métropole)
